Id,SalePrice
1461,115322.69348227033
1462,153030.24270544786
1463,179250.07750106792
1464,192247.40335501847
1465,200840.83713571445
1466,170752.03984705498
1467,174471.76077362563
1468,166531.33819744576
1469,193090.93346499157
1470,120595.59238914239
1471,192135.67148101103
1472,96906.60243301281
1473,98104.78042393562
1474,149019.05467259584
1475,115953.37007880007
1476,353277.65704828856
1477,252289.9441588592
1478,299933.4509239452
1479,295194.8385756556
1480,451793.91169527586
1481,334444.87080466026
1482,213704.35685432842
1483,172718.70137455044
1484,167785.69697334373
1485,190015.035295222
1486,196551.34876887055
1487,329803.70768069866
1488,232725.75784830077
1489,191955.25157456018
1490,232968.93719120472
1491,198036.23904742487
1492,91894.88045247109
1493,184118.79555009294
1494,305854.93334450165
1495,298080.15265070373
1496,236736.1779441853
1497,177661.35559867922
1498,171847.48229859036
1499,162454.417889815
1500,153825.4890860141
1501,173246.3372136109
1502,148379.26130488276
1503,285761.6029155323
1504,237647.74410130671
1505,227152.62906560834
1506,186516.29885340072
1507,235172.70704171227
1508,194864.48408323908
1509,166999.6047863231
1510,143582.44418666253
1511,153827.8988478273
1512,174152.72091540217
1513,149734.05186916047
1514,150910.19706862813
1515,204374.55357115206
1516,156076.30499547996
1517,168056.71144928597
1518,133723.53307001624
1519,209543.33068175765
1520,130157.72563233715
1521,129148.87043019696
1522,177360.399877079
1523,112594.60776864241
1524,123439.34150181214
1525,120468.47568526783
1526,117121.9221955589
1527,108988.82314395953
1528,134155.82682924328
1529,148151.69789238053
1530,178573.17249556136
1531,114409.05869506118
1532,98529.72767966108
1533,143946.95884533052
1534,119082.86466974145
1535,146665.62170101958
1536,108634.89469714876
1537,71409.15433303743
1538,152739.29726437043
1539,204340.84145283126
1540,91688.30230589208
1541,140353.65023082253
1542,138248.9184262961
1543,182360.95323472613
1544,82866.886855119
1545,115728.21371766791
1546,136303.17774406952
1547,131355.16370885752
1548,129011.61397338973
1549,121885.53040177819
1550,137664.00550008996
1551,109305.0625906217
1552,134231.96834928254
1553,143397.11272537283
1554,117704.81185606521
1555,162192.6066278317
1556,80704.61925314431
1557,107798.42582203088
1558,97853.5112722773
1559,63751.063612899496
1560,137992.5799522192
1561,121678.73051800001
1562,132358.5466789869
1563,118837.47523870041
1564,160616.67956905527
1565,151829.65489059847
1566,240741.00598457127
1567,78429.86877332862
1568,232176.17939236306
1569,127071.99964420343
1570,141467.3168810691
1571,128471.36680594689
1572,140902.55427657586
1573,234437.0267798882
1574,125568.81988719066
1575,231013.73900447006
1576,232335.64634411767
1577,181025.95861461136
1578,146174.89434894372
1579,146874.52368119612
1580,196605.7905479317
1581,151407.53859734247
1582,128101.81252924645
1583,289125.8100256918
1584,215558.76746561145
1585,139444.13608687173
1586,68230.27879026165
1587,104867.58720864516
1588,145008.59098391118
