Id,SalePrice
1461,118934.5322641518
1462,156868.09280977643
1463,179201.99406330616
1464,190954.34410540032
1465,205078.0212579206
1466,168204.0926473495
1467,173569.21903866917
1468,161614.96608255254
1469,193528.03232688396
1470,117461.89879006287
1471,195171.2777196089
1472,98101.13564723486
1473,96745.40560830508
1474,149289.06508941908
1475,116258.37680180086
1476,359720.18961390795
1477,253528.71602837328
1478,293949.76420244173
1479,294590.39247861016
1480,458232.1684503625
1481,330364.4373602118
1482,219914.10223814563
1483,175093.39676206608
1484,166101.8841339866
1485,196328.69689830343
1486,195350.5271864041
1487,331275.29101691715
1488,232623.71412856047
1489,195884.53687960762
1490,225700.00527086903
1491,198035.86553552252
1492,96606.25764181642
1493,185734.25402738294
1494,300958.9216399614
1495,296080.16181401716
1496,234313.3491380012
1497,180441.2137532396
1498,175281.47278726764
1499,163727.50517219672
1500,155493.9550966143
1501,175475.04032592336
1502,147371.46275113767
1503,279054.7795959374
1504,242379.95931541704
1505,223631.9623540454
1506,187829.3967833324
1507,237042.95169497418
1508,199907.53010519905
1509,162883.5010242603
1510,143097.4284879737
1511,151771.69169598896
1512,170806.42205199177
1513,146784.87264197928
1514,153926.73606484823
1515,197993.7186822346
1516,153521.66015127694
1517,168511.27163229458
1518,133166.22444181461
1519,210048.27829591546
1520,128194.20296484279
1521,129555.61884043527
1522,179191.49410068124
1523,111362.63645620203
1524,121802.04749755263
1525,120745.09533373646
1526,119900.1550130617
1527,105683.3291652482
1528,136004.4217729004
1529,147092.65252570657
1530,176686.71926128064
1531,111042.31999537349
1532,96743.79296285503
1533,146645.63101737003
1534,120801.62484465918
1535,148762.18758735163
1536,109407.29608442157
1537,69868.17080617858
1538,160837.6294922239
1539,205540.69976171164
1540,94477.74541759263
1541,139687.40876748177
1542,139957.1912017111
1543,193226.21850748896
1544,87937.11351638367
1545,113311.81962055354
1546,139446.16502873084
1547,133225.5414338471
1548,132989.3274352553
1549,118476.99164284555
1550,134498.00355339303
1551,107914.3998527782
1552,133754.59715185527
1553,148264.25112082827
1554,116184.9987117674
1555,167794.9267310201
1556,84859.57273707938
1557,112037.32404203917
1558,98330.49568772396
1559,71212.94613665454
1560,136741.70781399804
1561,127576.12723612793
1562,131712.81958037562
1563,118404.12630492442
1564,159647.01307150017
1565,148705.0280497619
1566,238634.52669553732
1567,76916.29542464191
1568,235860.55231208107
1569,127735.27254874172
1570,142666.17982922366
1571,128730.05056332167
1572,141239.89887646172
1573,240390.85199021114
1574,120829.04620266698
1575,227662.55756016512
1576,230671.8951689043
1577,182660.92132020503
1578,143009.85692872503
1579,146896.29953887433
1580,192978.76934582132
1581,154577.52188439973
1582,125504.33188487109
1583,294401.759134652
1584,215316.43777344743
1585,142237.6069673419
1586,67791.26900811197
1587,104765.90584584807
1588,148266.4039695976
1589,96931.97448586226
1590,135229.00765646526
1591,94752.71014431785
1592,109159.29875490283
1593,123186.6717991287
1594,119332.70277447918
1595,113505.72557420607
1596,221816.8129406336
1597,187840.58153604929
1598,224759.8725139667
1599,180500.48042751613
1600,176657.32688970934
1601,66411.99513206199
1602,115838.38661434969
1603,69752.60463047025
1604,258962.140754097
1605,249063.9248726998
1606,167832.0980740157
1607,168329.6396873629
1608,215832.63872781958
1609,186364.20543094867
1610,151829.308461851
1611,144281.36487416728
1612,168222.02060094426
1613,160803.30045555028
1614,123896.64467673749
1615,90168.93374983835
1616,80313.8291642158
1617,93542.4700643819
1618,126673.16366511057
1619,139676.401984812
1620,161801.10789521364
1621,139421.9558199615
1622,141311.9925717122
1623,271817.5813419696
1624,215231.38144683765
1625,117547.4508515236
1626,167518.69575872927
1627,185552.3092722598
1628,272768.98596678587
1629,187638.13353317196
1630,343500.4281454979
1631,231941.6560772959
1632,249638.99976531652
1633,176661.39732668962
1634,185511.21530819873
1635,176684.9464437841
1636,153618.21593771968
1637,189220.22084248468
1638,191702.03163222675
1639,182603.18495067835
1640,252343.21746162468
1641,182959.13855768906
1642,237630.61669603162
1643,222595.57777170162
1644,232142.49329854237
1645,194461.08397106276
1646,158223.20580105708
1647,158661.2241331216
1648,127369.42689462037
1649,138044.7838464408
1650,111481.98732083457
1651,120790.89347176423
1652,99983.84807624092
1653,101338.56187558302
1654,145217.2026236384
1655,140135.80259674854
1656,144259.9647715326
1657,148352.2505813762
1658,149194.78097997516
1659,118979.02601724234
1660,155172.67383984098
1661,413940.00486434327
1662,380941.4972866685
1663,373205.8974900806
1664,452220.33866789425
1665,296942.1621673223
1666,321194.2969281845
1667,366200.963361001
1668,327136.5011454173
