Id,SalePrice
1461,119188.62509210421
1462,156309.98656783783
1463,178876.94687671735
1464,191703.9669087041
1465,204096.6052013141
1466,168874.88279688207
1467,174584.06868564172
1468,164056.74936776576
1469,191610.1156577298
1470,116727.04306366651
1471,190760.074988733
1472,96487.74636401916
1473,99279.01871447082
1474,149745.82900784418
1475,113523.61650119488
1476,360230.85330384364
1477,253569.4585135729
1478,298987.4391786987
1479,299914.13557383965
1480,452969.87030083314
1481,332170.7720408522
1482,219440.63445481728
1483,174627.55123936472
1484,167824.54483527038
1485,192736.04432587526
1486,195363.72603726757
1487,332536.40546131297
1488,235470.86372650196
1489,194367.91959592895
1490,232904.84781517167
1491,194634.1126090384
1492,94369.98603911226
1493,184506.64351922937
1494,306570.0364274759
1495,301049.28510142065
1496,236651.9806483798
1497,181408.6874472175
1498,173179.03788653866
1499,162309.23633856958
1500,155139.56408576886
1501,174747.85498760545
1502,148536.2041396382
1503,286021.77774398436
1504,237509.5342092268
1505,227836.85620554956
1506,190994.47527199736
1507,240581.56916373572
1508,205234.06884978103
1509,164653.79090563484
1510,145467.73632795675
1511,154688.2497357745
1512,175244.9495322924
1513,145417.92240849178
1514,149761.6101653897
1515,200627.6294282612
1516,152972.6398115431
1517,164320.25387526787
1518,134617.84689399035
1519,214036.75550418196
1520,129706.21540807097
1521,129665.47761656206
1522,181564.75929063675
1523,111498.93071832308
1524,123526.10357612804
1525,121199.5963165406
1526,117931.94551834879
1527,106222.04361499663
1528,132806.09426968507
1529,150488.3513080806
1530,177417.21877060732
1531,112018.84934453177
1532,96289.13094530528
1533,147861.56475648904
1534,118220.28095716817
1535,148148.12126019376
1536,106020.62954133649
1537,68310.08473033216
1538,161836.19601558222
1539,205240.75513591367
1540,91118.08270701401
1541,143135.82058537117
1542,139657.0968749172
1543,195238.95496156398
1544,85366.46534865344
1545,114847.4520692298
1546,140011.54984060398
1547,132212.61154667317
1548,134016.40175443856
1549,120501.5026683971
1550,140273.54833275868
1551,106643.26449875937
1552,133120.31031282438
1553,143472.82665300375
1554,116662.94352983273
1555,167444.27132167472
1556,86238.0953128278
1557,112895.89761676115
1558,98642.3931548172
1559,65601.16404939005
1560,140072.4898765407
1561,124051.70107021045
1562,134470.18690646085
1563,118772.09997003322
1564,157694.99955197936
1565,150750.4991472843
1566,232818.24207559114
1567,75807.12713025503
1568,244390.92257796857
1569,128157.56139104607
1570,142443.87926834522
1571,127164.0891276036
1572,139467.6850442938
1573,237172.40275551562
1574,123590.50708502474
1575,228317.16436182824
1576,226600.07690941766
1577,181443.66935714148
1578,143223.5878921824
1579,148289.61012412034
1580,194651.8425811458
1581,153205.51684328823
1582,127697.43345975905
1583,293664.75132902426
1584,219028.5769999378
1585,141081.1101071075
1586,66125.1421664336
1587,104298.87514896097
1588,146921.99636323084
1589,98482.92943390428
1590,132373.88460846362
1591,96733.63438877405
1592,110177.70829841781
1593,128636.90230646133
1594,119478.83941126421
1595,114196.68765935162
1596,220563.00240173566
1597,199982.71970582474
1598,221950.41158670015
1599,177024.2317144539
1600,172345.94444302146
1601,65145.14313316245
1602,114191.80435877039
1603,74062.85793933307
1604,258502.96236568366
1605,252563.10546336067
1606,167327.3304361399
1607,173342.96558211412
1608,218792.22371394048
1609,183301.8700753443
1610,150918.27480504056
1611,145002.93562541797
1612,173460.45419945373
1613,161645.27963911777
1614,123574.65043904082
1615,87480.21000527359
1616,76442.45513268007
1617,92407.69076141276
1618,128398.63536906599
1619,139534.23977452316
1620,155355.11553818546
1621,140728.29795672055
1622,142111.13916232245
1623,266991.61014432425
1624,211598.53727163136
1625,118590.7214493767
1626,172490.38541601028
1627,185846.02191879074
1628,272178.90972822363
1629,190572.21003700784
1630,345223.8710604736
1631,235189.26967126608
1632,249239.03334926898
1633,175659.58291118144
1634,183581.6385129003
1635,177849.8068657641
1636,156927.08819887595
1637,197800.9014951173
1638,189180.552309549
1639,184563.53176748086
1640,258061.56233372597
1641,183451.354448724
1642,232840.04188526768
1643,226526.18330610156
1644,231762.6761003304
1645,194264.22543652626
1646,160446.76872480445
1647,159401.4518117882
1648,129425.00986763205
1649,140732.91694115807
1650,111135.1253306007
1651,121657.34820486086
1652,100456.35257671631
1653,100489.2593569477
1654,148775.6568311566
1655,140517.174098384
1656,146420.08981427192
1657,151864.15740421953
1658,149761.71007038828
1659,117891.2732530607
1660,153412.19217748777
1661,431333.5969693118
1662,386366.1371417436
1663,375511.78725633724
1664,415980.44446656795
1665,297326.42644226487
1666,322929.47948274075
1667,340938.29562911735
1668,328480.2204367536
1669,311409.5770182989
1670,339905.9508281633
1671,265541.2633947602
1672,410529.6087258839
1673,301203.3317884699
1674,249677.84819390305
1675,198754.8779157759
1676,196799.57083656802
1677,222480.83955344083
1678,435319.79434736667
1679,370066.89478835155
1680,318529.9034164819
1681,245844.9482047311
1682,317363.6260817159
1683,187234.0035935349
1684,180390.3524694412
1685,176065.70917813206
1686,173355.8745819861
1687,175246.30697875188
1688,191731.26293495137
1689,194995.63198669872
1690,200749.61002190577
1691,185631.553013265
1692,261197.13047964597
1693,171181.45293353117
1694,182075.70330959433
1695,171563.53024957608
1696,276098.53072645084
1697,174435.5656805837
1698,344873.47830863064
1699,312587.78072399815
1700,257533.8261923026
1701,274284.1469017131
1702,236823.1863292754
1703,245744.04043189855
1704,279251.00092898257
1705,245597.50097901165
1706,270985.319649817
1707,210857.95057735144
1708,199656.06044149716
1709,270952.2916502402
1710,226740.2472358983
1711,260206.55320425035
1712,259181.32640449103
